name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Crucial CT16G56C46U5 16 GB,49.99,"[5,5600]","[1,16]",3.124,Black,16.429,46
TEAMGROUP T-Create Expert 64 GB,117.99,"[4,3600]","[2,32]",1.844,Gray,10,18
Corsair Vengeance LP 32 GB,188.6,"[3,1600]","[4,8]",5.894,Black / Yellow,11.25,9
OLOy MD4U083016BJDA 16 GB,31.99,"[4,3000]","[2,8]",1.999,Black,10.667,16
G.Skill Trident Z5 RGB 32 GB,109.99,"[5,6000]","[2,16]",3.437,White / Black,12,36
G.Skill Ripjaws V 64 GB,169.99,"[4,4000]","[2,32]",2.656,Black,9,18
G.Skill Trident Z Neo 64 GB,199.99,"[4,3600]","[2,32]",3.125,Black / Silver,8.889,16
G.Skill Trident Z5 RGB 32 GB,164.99,"[5,7600]","[2,16]",5.156,Silver / Black,9.474,36
G.Skill Ripjaws V 64 GB,132.28,"[4,3200]","[2,32]",2.067,Black,10,16
Corsair Vengeance RGB RS 32 GB,94.99,"[4,3600]","[2,16]",2.968,Black / Gray,10,18
TEAMGROUP T-Force Delta RGB 32 GB,92.99,"[5,5600]","[2,16]",2.906,White,12.857,36
Kingston FURY Beast RGB 32 GB,128.99,"[5,5200]","[2,16]",4.031,Black,15.385,40
Kingston FURY Beast 16 GB,92.99,"[5,5200]","[2,8]",5.812,Black / Silver,13.846,36
TEAMGROUP T-Create Expert 32 GB,89.99,"[5,6400]","[2,16]",2.812,Black,12.5,40
Corsair Vengeance LPX 4 GB,14.99,"[4,2400]","[1,4]",3.748,Black / Yellow,13.333,16
G.Skill Ripjaws V 32 GB,97.99,"[4,3600]","[4,8]",3.062,Black,8.889,16
Kingston FURY Beast RGB 16 GB,88.31,"[5,5600]","[2,8]",5.519,Black,12.857,36
Klevv CRAS X RGB 32 GB,69.98,"[4,3600]","[2,16]",2.187,Black,10,18
G.Skill Ripjaws 16 GB,32.99,"[3,1866]","[2,8]",2.062,,11.79,11
G.Skill Trident Z5 RGB 32 GB,109.99,"[5,5200]","[2,16]",3.437,Black,13.846,36
TEAMGROUP T-Create Expert 96 GB,374.99,"[5,6800]","[2,48]",3.906,Black,10.588,36
Corsair Dominator Titanium First Edition 48 GB,284.99,"[5,7200]","[2,24]",5.937,White,11.111,40
OLOy Blade 32 GB,85.99,"[5,6000]","[2,16]",2.687,White,10.667,32
TEAMGROUP T-Force Xtreem ARGB 16 GB,65.98,"[4,3600]","[2,8]",4.124,White,10,18
G.Skill Flare X5 96 GB,,"[5,5600]","[2,48]",,Black,14.286,40
G.Skill Flare X5 48 GB,114.99,"[5,6000]","[2,24]",2.396,Black,13.333,40
G.Skill Aegis 16 GB,32.99,"[4,3200]","[1,16]",2.062,Red / Black,10,16
Corsair Dominator Platinum RGB 32 GB,134.99,"[5,5200]","[2,16]",4.218,White,15.385,40
G.Skill Value 4 GB,12.27,"[3,1333]","[1,4]",3.067,Green,13.503,9
G.Skill Ripjaws V 16 GB,39.99,"[4,3200]","[2,8]",2.499,Red,10,16
Lexar THOR 32 GB,,"[4,3600]","[2,16]",,White,10,18
Corsair Vengeance LPX 8 GB,24.99,"[4,3000]","[1,8]",3.124,Black,10.667,16
Samsung M471B5273DH0-CK0 4 GB,9.47,"[3,1600]","[1,4]",2.368,Green,13.75,11
G.Skill Trident Z Neo 32 GB,94.99,"[4,4000]","[2,16]",2.968,Black / Silver,9,18
Mushkin Enhanced Redline Stiletto 16 GB,54.99,"[4,3600]","[2,8]",3.437,Black,7.778,14
Corsair Vengeance 48 GB,154.99,"[5,5600]","[2,24]",3.229,Black,14.286,40
Corsair Dominator Platinum RGB 32 GB,179.99,"[4,3600]","[4,8]",5.625,Black,10,18
Patriot Viper Steel RGB 16 GB,46.99,"[4,3600]","[2,8]",2.937,Black,11.111,20
Silicon Power XPOWER Zenith RGB Gaming 16 GB,43.97,"[4,3200]","[2,8]",2.748,Black,10,16
G.Skill Ripjaws S5 64 GB,,"[5,6000]","[2,32]",,White,10,30
Corsair Vengeance LPX 16 GB,44.99,"[4,3200]","[2,8]",2.812,Red,10,16
G.Skill Ripjaws S5 48 GB,159.99,"[5,6400]","[2,24]",3.333,Black,10,32
Corsair Vengeance RGB 48 GB,149.99,"[5,5200]","[2,24]",3.125,Black,14.615,38
G.Skill Aegis 32 GB,57.99,"[4,2666]","[2,16]",1.812,Black / Red,14.254,19
Patriot Viper Elite II 16 GB,43.99,"[4,4000]","[2,8]",2.749,Red / Black,10,20
Corsair Vengeance RGB 64 GB,259.99,"[5,6200]","[4,16]",4.062,Black / Gray,10.323,32
G.Skill Trident Z Royal 64 GB,1323,"[4,3600]","[4,16]",20.672,Gold,7.778,14
Corsair Vengeance RGB Pro 16 GB,59.99,"[4,3000]","[2,8]",3.749,Black,10.667,16
Thermaltake TOUGHRAM XG RGB D5 32 GB,249.99,"[5,6000]","[2,16]",7.812,White / Silver,12,36
GOODRAM IRDM PRO 32 GB,,"[4,3600]","[2,16]",,Black,10,18
G.Skill Trident Z5 RGB 32 GB,119.99,"[5,6400]","[2,16]",3.75,Black,10,32
Corsair Vengeance RGB 32 GB,101.99,"[5,5600]","[2,16]",3.187,Black / Gray,12.857,36
TEAMGROUP T-Force Vulcan Z 32 GB,60.99,"[4,3600]","[2,16]",1.906,Red,10,18
TEAMGROUP T-Force Delta RGB 48 GB,204.99,"[5,7200]","[2,24]",4.271,White,9.444,34
Kingston FURY Beast 32 GB,116.99,"[5,5200]","[2,16]",3.656,Black,13.846,36
Corsair Vengeance RGB Pro SL 32 GB,124.99,"[4,3600]","[4,8]",3.906,White,10,18
Kingston FURY Beast RGB 32 GB,129.51,"[5,6000]","[1,32]",4.047,Black,12,36
TEAMGROUP T-Create Classic 64 GB,151.99,"[5,5600]","[2,32]",2.375,Black,16.429,46
Corsair Vengeance LPX 64 GB,219.99,"[4,4000]","[4,16]",3.437,Black,9,18
Corsair Vengeance LPX 128 GB,259.99,"[4,3600]","[4,32]",2.031,Black / Yellow,10,18
TEAMGROUP T-Force Vulcan 32 GB,84.99,"[5,5600]","[2,16]",2.656,Red,11.429,32
G.Skill Aegis 32 GB,79.98,"[4,3200]","[4,8]",2.499,Red / Black,10,16
Kingston HyperX Fury 8 GB,,"[3,1600]","[2,4]",,Blue / Silver,12.5,10
Corsair Vengeance 96 GB,389.99,"[5,6000]","[4,24]",4.062,Black,10,30
Corsair Vengeance 64 GB,209.99,"[5,5600]","[4,16]",3.281,Black,12.857,36
TEAMGROUP T-Create Expert 64 GB,174.99,"[5,6000]","[2,32]",2.734,White,11.333,34
Patriot Viper 4 Blackout 16 GB,36.99,"[4,3200]","[2,8]",2.312,Black,10,16
Kingston HyperX Fury 8 GB,,"[4,2666]","[2,4]",,Black / White,11.253,15
G.Skill Trident Z RGB 128 GB,,"[4,4000]","[4,32]",,Black,9,18
Mushkin Enhanced Redline Stiletto 64 GB,104.99,"[4,3200]","[2,32]",1.64,Black,10,16
TEAMGROUP T-Force Delta RGB 64 GB,139.99,"[4,3200]","[2,32]",2.187,White,10,16
Patriot Viper Steel RGB 32 GB,60.99,"[4,3600]","[1,32]",1.906,Black,11.111,20
G.Skill Ripjaws S5 32 GB,97.99,"[5,5600]","[2,16]",3.062,White,10.714,30
Corsair Vengeance 96 GB,299.99,"[5,5600]","[4,24]",3.125,Black / Silver,14.286,40
G.Skill Trident Z5 32 GB,102.99,"[5,6000]","[2,16]",3.218,Black,12,36
G.Skill Ripjaws V 128 GB,249.99,"[4,3200]","[4,32]",1.953,Black,10,16
Corsair Dominator Platinum RGB 32 GB,169.99,"[5,6000]","[2,16]",5.312,White,12,36
Silicon Power SP008GBLFU320X02 8 GB,,"[4,3200]","[1,8]",,,13.75,22
G.Skill Trident Z 32 GB,109.99,"[5,6000]","[2,16]",3.437,Black,10,30
Corsair Vengeance LPX 32 GB,99.99,"[4,3600]","[4,8]",3.125,Black / Yellow,8.889,16
Gigabyte AORUS RGB 16 GB,54.99,"[4,3733]","[2,8]",3.437,Gray,9.644,18
ADATA XPG GAMMIX D20 32 GB,63.99,"[4,3200]","[2,16]",2,Black / Silver,10,16
TEAMGROUP T-Force Delta RGB 32 GB,84.99,"[4,4000]","[2,16]",2.656,White,9,18
TEAMGROUP T-Force Dark Za 16 GB,,"[4,3600]","[2,8]",,Black / Silver,10,18
Patriot Viper 4 16 GB,46.94,"[4,3600]","[2,8]",2.934,Red / Black,9.444,17
Corsair Vengeance RGB Pro 32 GB,250,"[4,3200]","[2,16]",7.812,White,10,16
Kingston FURY Beast RGB 8 GB,27.99,"[4,3200]","[1,8]",3.499,Black / Silver,10,16
Corsair Vengeance RGB 64 GB,,"[4,3000]","[4,16]",,Black,10.667,16
TEAMGROUP T-Force Zeus 32 GB,53.99,"[4,3200]","[2,16]",1.687,Red / Silver,10,16
G.Skill Trident Z5 Neo RGB 64 GB,204.99,"[5,6000]","[2,32]",3.203,Black / Silver,10.667,32
G.Skill Trident Z5 Neo RGB 48 GB,189.99,"[5,6400]","[2,24]",3.958,White / Black,10,32
TEAMGROUP T-Create Classic 64 GB,164.99,"[5,6000]","[2,32]",2.578,Black,16,48
G.Skill Ripjaws S5 32 GB,104.99,"[5,6600]","[2,16]",3.281,Black,10.303,34
Patriot Viper Black 32 GB,82.99,"[5,6200]","[2,16]",2.593,Black / White,12.903,40
Neo Forza FAYE 16 GB,44.99,"[4,4400]","[2,8]",2.812,Black / Silver,8.636,19
Kingston KVR21R15D4K4/64 64 GB,118.99,"[4,2133]","[4,16]",1.859,Black / Green,14.065,15
Corsair Vengeance RGB Pro SL 32 GB,89.99,"[4,3200]","[4,8]",2.812,White / Black,10,16
Corsair Vengeance LPX 256 GB,649.99,"[4,3600]","[8,32]",2.539,Black / Yellow,10,18
Patriot Viper Steel RGB 32 GB,66.98,"[4,3200]","[2,16]",2.093,Black,11.25,18
Patriot Viper Steel 64 GB,112.99,"[4,3600]","[2,32]",1.765,Silver / Black,10,18
Kingston HyperX Fury 16 GB,,"[4,2400]","[2,8]",,Black / White,12.5,15
ADATA XPG GAMMIX D10 32 GB,59.99,"[4,3200]","[2,16]",1.875,Black / Silver,10,16
G.Skill Trident Z5 RGB 48 GB,209.99,"[5,7200]","[2,24]",4.375,White / Black,10,36
Corsair Vengeance LPX 16 GB,44.99,"[4,3000]","[2,8]",2.812,Black,10.667,16
Crucial CT4G4DFS8213 4 GB,15.85,"[4,2133]","[1,4]",3.962,Black / Green,14.065,15
Corsair Vengeance 32 GB,129.99,"[5,6400]","[2,16]",4.062,White / Gray,10,32
Patriot Viper 4 Blackout 8 GB,26.99,"[4,3200]","[2,4]",3.374,Black,11.875,19
Patriot Viper 4 Blackout 16 GB,35.99,"[4,3000]","[2,8]",2.249,Black,10.667,16
G.Skill Trident Z RGB 32 GB,149.99,"[4,3200]","[2,16]",4.687,Black,8.75,14
Corsair Dominator Platinum RGB 32 GB,169.99,"[5,6000]","[2,16]",5.312,Black,10,30
G.Skill Trident Z5 RGB 48 GB,244.99,"[5,7600]","[2,24]",5.104,Black,10,38
TEAMGROUP Elite 16 GB,38.99,"[5,5200]","[1,16]",2.437,Black,16.154,42
G.Skill TridentZ RGB 32 GB,144.99,"[4,4600]","[2,16]",4.531,Black,8.261,19
G.Skill Trident Z5 RGB 32 GB,109.99,"[5,6000]","[2,16]",3.437,Silver / Black,12,36
Corsair Vengeance 32 GB,139.99,"[5,7000]","[2,16]",4.375,Black / Silver,11.429,40
Corsair Vengeance LPX 32 GB,69.99,"[4,3000]","[1,32]",2.187,Black / Yellow,10.667,16
OLOy WarHawk RGB 16 GB,45.99,"[4,3200]","[2,8]",2.874,Black / Gold,10,16
Corsair Vengeance LPX 8 GB,24.99,"[4,2666]","[1,8]",3.124,Black / Yellow,12.003,16
ADATA XPG Lancer Blade 32 GB,99.99,"[5,6000]","[2,16]",3.125,Black,10,30
G.Skill Trident Z5 RGB 32 GB,109.99,"[5,5600]","[2,16]",3.437,Black,12.857,36
Crucial CT32G4DFD832A 32 GB,56.99,"[4,3200]","[1,32]",1.781,Green / Black,13.75,22
Lexar Ares RGB 32 GB,94.99,"[5,5600]","[2,16]",2.968,Black,11.429,32
Kingston FURY Beast 32 GB,64.98,"[4,3200]","[1,32]",2.031,Black,10,16
Corsair Vengeance RGB RS 16 GB,64.99,"[4,3600]","[2,8]",4.062,Black / Gray,10,18
G.Skill Ripjaws V 32 GB,184.99,"[4,3600]","[2,16]",5.781,Black,7.778,14
G.Skill Ripjaws S5 64 GB,189.99,"[5,6000]","[2,32]",2.969,Black,10.667,32
G.Skill Trident Z RGB 16 GB,54.99,"[4,3000]","[2,8]",3.437,Black,10.667,16
Crucial Ballistix Sport LT 16 GB,,"[4,3200]","[2,8]",,Silver / Black,10,16
G.Skill Aegis 16 GB,34.99,"[4,2666]","[1,16]",2.187,Black / Red,14.254,19
Corsair Dominator Platinum RGB 64 GB,349.99,"[5,6400]","[4,16]",5.469,Black,10,32
Corsair Vengeance LPX 32 GB,74.99,"[4,3600]","[2,16]",2.343,Black,10,18
Corsair Vengeance RGB 64 GB,234.99,"[5,6000]","[2,32]",3.672,Black,10,30
G.Skill Trident Z Royal 16 GB,,"[4,4800]","[2,8]",,Gold,7.083,17
Kingston FURY Beast RGB 64 GB,224.99,"[5,5600]","[2,32]",3.515,Black,14.286,40
G.Skill Trident Z Royal 64 GB,164.99,"[4,3600]","[2,32]",2.578,Silver,10,18
Kingston Renegade Silver 32 GB,129.99,"[5,6000]","[2,16]",4.062,Silver / Black,10.667,32
Kingston KVR1333D3N9/4G 4 GB,21.22,"[3,1333]","[1,4]",5.305,Green,13.503,9
SK Hynix HMA81GU6MFR8N-UH 8 GB,,"[4,2400]","[1,8]",,Green / Black,14.167,17
GeIL Orion AMD Edition 16 GB,31.99,"[4,3600]","[2,8]",1.999,Red,10,18
G.Skill Trident Z 32 GB,109.99,"[5,6400]","[2,16]",3.437,Black,10,32
G.Skill F4-3600C14Q2-128GTRGA 128 GB,899.99,"[4,3600]","[8,16]",7.031,Gold,7.778,14
Corsair Vengeance 32 GB,99.99,"[5,5200]","[2,16]",3.125,Gray,15.385,40
Patriot Viper 4 Blackout 32 GB,59.99,"[4,3600]","[2,16]",1.875,Black,10,18
Corsair Vengeance RGB RT 32 GB,94.99,"[4,3600]","[2,16]",2.968,White / Black,10,18
Corsair Vengeance LPX 16 GB,44.99,"[4,3600]","[1,16]",2.812,Black,10,18
TEAMGROUP T-Create Expert 64 GB,115.99,"[4,3200]","[2,32]",1.812,Gray,10,16
Corsair Dominator Platinum RGB 16 GB,89.99,"[4,3600]","[2,8]",5.624,White,10,18
Corsair Vengeance RGB Pro 8 GB,29.99,"[4,3200]","[1,8]",3.749,Black,10,16
G.Skill Trident Z5 RGB 32 GB,109.99,"[5,5600]","[2,16]",3.437,Silver / Black,12.857,36
TEAMGROUP T-Force Delta RGB 32 GB,114.99,"[5,6800]","[2,16]",3.593,Black / Silver,10,34
TEAMGROUP Elite Plus 64 GB,145.99,"[5,4800]","[2,32]",2.281,Black,16.667,40
Crucial CT16G4DFD824A 16 GB,32.99,"[4,2400]","[1,16]",2.062,Green / Black,14.167,17
Crucial Ballistix 16 GB,,"[4,3600]","[2,8]",,Black,8.889,16
Corsair Vengeance RGB 32 GB,114.99,"[5,6000]","[2,16]",3.593,Black / Gray,12,36
G.Skill Trident Z5 RGB 32 GB,114.99,"[5,5600]","[2,16]",3.593,White / Black,10,28
Corsair Dominator Platinum RGB 64 GB,249.99,"[4,3600]","[4,16]",3.906,White,10,18
Corsair Vengeance 64 GB,229.99,"[5,6200]","[4,16]",3.594,Black / Gray,10.323,32
G.Skill Trident Z 32 GB,109.99,"[5,6000]","[2,16]",3.437,White / Black,10,30
Corsair Vengeance LPX 16 GB,39.99,"[4,3200]","[1,16]",2.499,Black / Yellow,10,16
Kingston FURY Renegade 32 GB,234.05,"[5,7200]","[2,16]",7.314,White / Silver,10.556,38
Patriot Viper Elite II 8 GB,18.98,"[4,3600]","[1,8]",2.373,Red / Black,11.111,20
G.Skill Trident Z RGB 64 GB,265.67,"[4,4400]","[2,32]",4.151,,8.636,19
Patriot Signature Line 8 GB,30.98,"[5,4800]","[1,8]",3.873,Black,16.667,40
Corsair Vengeance RGB 64 GB,199.99,"[5,5600]","[2,32]",3.125,White / Black,12.857,36
G.Skill Trident Z Royal 16 GB,77.99,"[4,3600]","[2,8]",4.874,Silver,10,18
TEAMGROUP Elite 16 GB,33.78,"[4,3200]","[1,16]",2.111,Black,13.75,22
Patriot Viper Elite II 8 GB,21.99,"[4,4000]","[1,8]",2.749,Red / Black,10,20
Corsair Vengeance 32 GB,129.99,"[5,6800]","[2,16]",4.062,Black,11.765,40
Corsair Vengeance 32 GB,115,"[5,6200]","[2,16]",3.594,Black,11.613,36
GeIL ORION V RGB 32 GB,89.99,"[5,6000]","[2,16]",2.812,Black,12.667,38
G.Skill Trident Z5 RGB 48 GB,179.99,"[5,6400]","[2,24]",3.75,Black,10,32
Kingston FURY Beast 32 GB,129.99,"[5,6000]","[2,16]",4.062,Black,13.333,40
G.Skill Trident Z5 RGB 96 GB,357.89,"[5,5600]","[2,48]",3.728,Black,14.286,40
G.Skill Trident Z Neo 256 GB,649.99,"[4,3600]","[8,32]",2.539,Silver / Black,10,18
G.Skill TridentZ RGB 32 GB,199.99,"[4,3600]","[2,16]",6.25,Black,7.778,14
Kingston FURY Beast 32 GB,91.94,"[4,3200]","[4,8]",2.873,Black,10,16
Corsair Vengeance RGB 96 GB,314.99,"[5,6000]","[4,24]",3.281,Black,13.333,40
Corsair Vengeance RGB Pro 16 GB,49.99,"[4,3600]","[1,16]",3.124,Black,10,18
PNY XLR8 Gaming EPIC-X RGB 16 GB,46.99,"[4,3600]","[2,8]",2.937,Black,10,18
TEAMGROUP T-Force Delta RGB 32 GB,114.99,"[5,6600]","[2,16]",3.593,White,10.303,34
OLOy Blade RGB 32 GB,97.99,"[5,6000]","[2,16]",3.062,Black,10.667,32
TEAMGROUP T-Force Vulcan Z 16 GB,39.6,"[4,3200]","[1,16]",2.475,Gray,10,16
G.Skill Trident Z 32 GB,114.99,"[5,6400]","[2,16]",3.593,White / Black,10,32
Corsair Dominator Platinum RGB 16 GB,89.99,"[4,3600]","[2,8]",5.624,Black,10,18
Corsair Vengeance 64 GB,174.99,"[5,4800]","[2,32]",2.734,Black,16.667,40
Corsair Dominator Titanium 64 GB,294.99,"[5,6000]","[2,32]",4.609,Black,10,30
Corsair Vengeance LPX 64 GB,159.99,"[4,3600]","[4,16]",2.5,Black,10,18
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,89.99,"[5,5200]","[2,16]",2.812,Black,15.385,40
Corsair Vengeance LPX 32 GB,69.98,"[4,2400]","[2,16]",2.187,Black / Yellow,11.667,14
G.Skill Trident Z Royal 32 GB,99.99,"[4,3200]","[2,16]",3.125,Silver,10,16
Corsair Vengeance LPX 16 GB,39.99,"[4,2400]","[2,8]",2.499,Black / Yellow,11.667,14
Corsair Vengeance 64 GB,184.99,"[5,5600]","[2,32]",2.89,Black / Gray,12.857,36
Corsair Vengeance LPX 64 GB,139.99,"[4,2666]","[4,16]",2.187,Black / Yellow,12.003,16
Crucial Ballistix 32 GB,,"[4,3600]","[2,16]",,Black,8.889,16
Corsair Dominator Titanium 96 GB,449.99,"[5,6400]","[2,48]",4.687,Black,10,32
Corsair Dominator Titanium 64 GB,319.99,"[5,6400]","[2,32]",5,Black,10,32
Silicon Power SP016GBLFU320X22 16 GB,,"[4,3200]","[2,8]",,,13.75,22
Corsair Vengeance RGB RT 16 GB,67.99,"[4,3600]","[2,8]",4.249,Black,8.889,16
Kingston FURY 64 GB,332.3,"[5,5600]","[4,16]",5.192,White,14.286,40
Kingston FURY Renegade 64 GB,259.18,"[5,6000]","[2,32]",4.05,White / Silver,10.667,32
G.Skill Ripjaws V 8 GB,27.99,"[4,2400]","[2,4]",3.499,Black / Red,12.5,15
TEAMGROUP Elite 8 GB,20.92,"[4,3200]","[1,8]",2.615,Black,13.75,22
Corsair Vengeance 32 GB,114.99,"[5,6200]","[2,16]",3.593,Black,11.613,36
G.Skill Ripjaws X 16 GB,60.94,"[3,2400]","[2,8]",3.809,Black / Blue,9.167,11
Kingston Fury Renegade RGB 16 GB,47,"[4,3200]","[2,8]",2.938,Black,10,16
Kingston FURY Beast 16 GB,48.15,"[4,2666]","[2,8]",3.009,Black,12.003,16
Kingston HyperX Predator 16 GB,,"[4,3200]","[2,8]",,Black / Silver,10,16
OLOy Blade 32 GB,99.99,"[5,6400]","[2,16]",3.125,Black,10,32
Kingston FURY Beast 8 GB,44.87,"[5,6000]","[1,8]",5.609,Black,13.333,40
Kingston KVR16N11/8 8 GB,21.98,"[3,1600]","[1,8]",2.748,Green,13.75,11
Kingston HyperX Fury 8 GB,,"[4,2133]","[2,4]",,Black / White,13.127,14
Mushkin Redline 32 GB,255.99,"[4,3600]","[2,16]",8,White,8.889,16
Kingston FURY 64 GB,259.99,"[5,5600]","[4,16]",4.062,White,14.286,40
Crucial Ballistix 16 GB,,"[4,3000]","[2,8]",,Red,10,15
G.Skill Trident Z RGB 64 GB,357.92,"[4,3600]","[4,16]",5.593,Black,7.778,14
Kingston FURY Beast 16 GB,42.99,"[4,3200]","[2,8]",2.687,Black / Silver,10,16
Corsair Vengeance RGB Pro 16 GB,94.99,"[4,4000]","[2,8]",5.937,Black,9,18
Kingston FURY 64 GB,282.92,"[5,5200]","[4,16]",4.421,White,15.385,40
TEAMGROUP T-Force Vulcan Z 64 GB,119.99,"[4,3600]","[2,32]",1.875,Gray,10,18
Kingston FURY Beast 64 GB,209.99,"[5,5200]","[2,32]",3.281,Black,15.385,40
Klevv CRAS X RGB 16 GB,44.99,"[4,3200]","[2,8]",2.812,Black,10,16
Patriot Signature Premium 8 GB,16.98,"[4,2400]","[1,8]",2.123,Black,14.167,17
ADATA AD4U266638G19-S 8 GB,,"[4,2666]","[1,8]",,Green / Black,14.254,19
G.Skill Trident Z5 Neo RGB 96 GB,259.99,"[5,5600]","[2,48]",2.708,Black,14.286,40
Patriot Viper 3 16 GB,28.49,"[3,1600]","[2,8]",1.781,Black / Silver,11.25,9
TEAMGROUP Elite 64 GB,102.99,"[4,3200]","[2,32]",1.609,Black,13.75,22
Corsair Dominator Platinum RGB 64 GB,214.99,"[4,3600]","[2,32]",3.359,Black,10,18
ADATA XPG LANCER RGB 16 GB,95.09,"[5,5200]","[1,16]",5.943,Black,14.615,38
TEAMGROUP T-Force Delta RGB 32 GB,169.99,"[5,7600]","[2,16]",5.312,Black / Silver,9.474,36
Corsair Vengeance RGB Pro 64 GB,828.96,"[4,3200]","[4,16]",12.953,Black,10,16
Patriot Viper Elite II 16 GB,28.99,"[4,2666]","[1,16]",1.812,Red / Black,12.003,16
Corsair Dominator Platinum RGB 64 GB,314.99,"[5,6200]","[4,16]",4.922,Black,10.323,32
Kingston Fury Beast RGB Special Edition 32 GB,107.4,"[4,3600]","[2,16]",3.356,White,10,18
Corsair Dominator Platinum RGB 32 GB,,"[4,4000]","[2,16]",,White,9.5,19
Kingston HyperX Fury 4 GB,,"[4,2666]","[1,4]",,Black / Silver,12.003,16
Patriot Viper 4 Blackout 32 GB,57.99,"[4,3200]","[2,16]",1.812,Black,10,16
Corsair Vengeance LPX 16 GB,47.89,"[4,3200]","[2,8]",2.993,White,10,16
Crucial Pro 48 GB,142.99,"[5,5600]","[2,24]",2.979,Black,16.429,46
Corsair Vengeance 64 GB,266.89,"[5,6400]","[4,16]",4.17,Black / Gray,10,32
Corsair Vengeance RGB Pro SL 32 GB,124.99,"[4,3600]","[4,8]",3.906,Black,10,18
G.Skill Trident Z Neo 128 GB,799,"[4,3600]","[4,32]",6.242,Black / Silver,8.889,16
Corsair Dominator Platinum RGB 64 GB,225.99,"[5,5600]","[2,32]",3.531,Black,14.286,40
ADATA XPG GAMMIX D45 16 GB,,"[4,3600]","[2,8]",,White,10,18
Neo Forza MARS 64 GB,99.99,"[4,3000]","[2,32]",1.562,Gray / Black,10,15
Kingston FURY Beast 64 GB,157.81,"[4,3200]","[4,16]",2.466,Black,10,16
Corsair Vengeance LPX 16 GB,34.99,"[4,2666]","[1,16]",2.187,Black / Yellow,12.003,16
G.Skill Trident Z5 Neo 32 GB,107.99,"[5,6000]","[2,16]",3.375,Black,10.667,32
Corsair Vengeance 64 GB,179.99,"[5,5600]","[2,32]",2.812,Black / Gray,14.286,40
Patriot Viper Elite II 64 GB,108.99,"[4,3600]","[2,32]",1.703,Red / Black,11.111,20
G.Skill Trident Z RGB 16 GB,54.99,"[4,3600]","[2,8]",3.437,Black,10,18
Kingston FURY 16 GB,71.66,"[5,5200]","[1,16]",4.479,White,15.385,40
Crucial CT2KIT25664AA800 4 GB,31.49,"[2,800]","[2,2]",7.872,Green,15,6
G.Skill Trident Z Neo 64 GB,142.99,"[4,3600]","[2,32]",2.234,Silver / Black,10,18
Corsair Dominator Titanium 64 GB,294.99,"[5,6000]","[2,32]",4.609,Black,10,30
G.Skill Trident Z Neo 16 GB,57.99,"[4,3600]","[2,8]",3.624,Black / Silver,10,18
AMD RG2133 Gamer 16 GB,248.63,"[3,2133]","[4,4]",15.539,,9.376,10
Corsair Vengeance LPX 32 GB,84.99,"[4,2666]","[4,8]",2.656,Black / Yellow,12.003,16
TEAMGROUP T-Force DELTAa RGB 32 GB,92.99,"[5,6000]","[2,16]",2.906,White,12.667,38
Patriot Viper Steel 16 GB,76.98,"[4,4000]","[2,8]",4.811,Gray / Black,8,16
G.Skill Ripjaws V 32 GB,1096.03,"[4,3200]","[2,16]",34.251,Black,8.75,14
Corsair Vengeance RGB 32 GB,134.99,"[5,6200]","[2,16]",4.218,Black,11.613,36
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"[5,6200]","[2,16]",3.125,White,12.258,38
G.Skill Trident Z 16 GB,48.99,"[4,3200]","[2,8]",3.062,Black / White,10,16
Kingston FURY Beast RGB 16 GB,74.34,"[5,6000]","[1,16]",4.646,Black,12,36
PNY XLR8 Gaming EPIC-X RGB 32 GB,69.98,"[4,3200]","[2,16]",2.187,Black,10,16
Silicon Power XPOWER Zenith Gaming 32 GB,78.99,"[5,5600]","[2,16]",2.468,Black,14.286,40
Patriot Signature Line 8 GB,16.48,"[4,2666]","[1,8]",2.06,Green,14.254,19
TEAMGROUP T-Force Vulcan 32 GB,94.99,"[5,6400]","[2,16]",2.968,Red,12.5,40
Corsair Vengeance 64 GB,147.99,"[5,4800]","[2,32]",2.312,Black / White,16.667,40
G.Skill Aegis 16 GB,29.99,"[4,2133]","[1,16]",1.874,Black / Red,14.065,15
G.Skill Ripjaws X 16 GB,42.99,"[3,1600]","[2,8]",2.687,Black / Blue,11.25,9
Corsair Vengeance LPX 8 GB,24.99,"[4,3200]","[1,8]",3.124,Black,10,16
Corsair Dominator Titanium 64 GB,344.99,"[5,6000]","[4,16]",5.39,White,12,36
Patriot Viper Elite II 8 GB,17.98,"[4,2666]","[1,8]",2.248,Red / Black,12.003,16
Corsair Vengeance RGB 64 GB,234.99,"[5,5600]","[4,16]",3.672,Black / Gray,12.857,36
Patriot Signature Line 4 GB,11.99,"[4,2400]","[1,4]",2.998,Black / Green,13.333,16
G.Skill Trident Z5 64 GB,194.99,"[5,6000]","[2,32]",3.047,Black / Silver,10.667,32
G.Skill Ripjaws S5 64 GB,174.99,"[5,5600]","[2,32]",2.734,Black,12.857,36
TEAMGROUP T-Force Vulcan Z 32 GB,59.99,"[4,3200]","[2,16]",1.875,Red,10,16
TEAMGROUP T-Force Vulcan Z 16 GB,44.99,"[4,4000]","[2,8]",2.812,Gray,9,18
Mushkin Enhanced Redline Stiletto 64 GB,127.99,"[4,3600]","[2,32]",2,Black,8.889,16
